Year,CountyName,Population,Municipal,Manufacturing,Mining,Power,Irrigation,LiveStock,Muni_GW,Muni_SW,Muni_RU,MFG_Gw,MFG_SW,MFG_RU,Mining_GW,Mining_SW,Mining_RU,Power_GW,Power_SW,Power_RU,Irrig_GW,Irrig_SW,Irrig_RU,Livestock_GW,Livestock_SW,Livestock_RU,textbox46,textbox11,textbox13,Manufacturing1,textbox17,textbox19,textbox20,textbox21,textbox23,textbox25,Textbox44,textbox27,textbox29,Textbox49,textbox31,textbox33,Textbox52,textbox35,textbox37,Textbox55,textbox39,textbox41,Textbox58,textbox43,textbox45,Textbox61
2016,KLEBERG,"31,690","4,540",257,14,0,138,604,"3,902",638,0,257,0,0,14,0,0,0,0,0,138,0,0,574,30,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,KNOX,"3,806",636,0,3,0,"28,460",637,185,451,0,0,0,0,2,1,0,0,0,0,"28,460",0,0,128,509,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LA SALLE,"7,613","1,941",0,"5,079",0,"2,864",424,"1,941",0,0,0,0,0,"3,657",406,"1,016",0,0,0,"2,864",0,0,212,212,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LAMAR,"49,791","5,866","4,662",0,"4,708","7,632","1,587",121,"5,735",10,0,"4,662",0,0,0,0,0,"4,708",0,"5,667","1,965",0,238,"1,349",0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LAMB,"13,275","2,066",0,0,"10,535","224,861","5,609","1,716",0,350,0,0,0,0,0,0,"9,834",0,701,"224,511",0,350,"5,329",280,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LAMPASAS,"20,760","3,452",36,37,0,660,487,124,"3,326",2,0,36,0,0,37,0,0,0,0,98,562,0,170,317,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LAVACA,"19,809","2,404",472,373,0,"6,717","2,469","2,404",0,0,472,0,0,269,30,74,0,0,0,"6,078",639,0,"1,852",617,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LEE,"17,055","2,168",6,577,0,519,"1,094","2,168",0,0,6,0,0,571,2,4,0,0,0,519,0,0,328,766,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LEON,"17,299","2,455",669,231,0,321,"3,041","2,455",0,0,626,0,43,38,190,3,0,0,0,321,0,0,152,"2,889",0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,LIBERTY,"81,704","9,141",155,0,0,"13,353",972,"9,141",0,0,155,0,0,0,0,0,0,0,0,319,"13,034",0,0,972,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
